Country,srcYear,srcMonth,srcCalendarDay,srcStateName,Name of the power station,Monitored capacity,Available capacity,Power generation report for NTPC Station under (Dated) program,Power generation under todays actual,Power generation under (Dated) program,Power generation under till date actual,Coal Stock,Capacity under outage,Maintenance Start Date,Expected date or synchronize date
India,2025,Feb-2025,02-Feb-2025,Bihar,BARH STPS_Unit 1,660,0,12.36,0,3795.72,2662.99,27,660,05/01/2025 19:24,03/02/2025 0:00
India,2023,Apr-2023,07-Apr-2023,Chhattisgarh,KORBA STPS_Unit 4,500,500,11.83,11.38,82.81,78.11,10,0,,
India,2024,Oct-2024,04-Oct-2024,Chhattisgarh,KORBA STPS_Unit 5,500,500,11.65,11.52,2177.6,2154.34,6,0,,
India,2023,Jun-23,04-Jun-23,Madhya Pradesh,VINDHYACHAL STPS_Unit 9,500,500,11.63,11.53,756.52,742.06,19,0,,
India,2022,Oct-2022,17-Oct-2022,Bihar,KAHALGAON TPS_Unit 3,210,210,3.84,3.9,789.28,798.37,12,0,,
India,2020,Feb-2020,24-Feb-2020,Maharashtra,MAUDA TPS_Unit 1,500,500,8,8.67,2722,2350.63,32,0,,
India,2019,Oct-2019,07-Oct-2019,Chhattisgarh,LARA TPP_Unit 2,0,0,0,0,0,0,,0,,
India,2021,Dec-2021,14-Dec-2021,Gujarat,GANDHAR CCPP,657.39,657.39,2.18,0.27,562.52,396.97,,0,,
India,2019,Feb-2019,16-Feb-2019,Chhattisgarh,SIPAT STPS_Unit 4,500,500,11.25,11.5,3119,3223.18,,0,,
India,2022,May-2022,31-May-2022,Madhya Pradesh,KHARGONE STPP_Unit 1,660,660,9,14.4,565,760.59,4,0,,
India,2019,Aug-2019,16-Aug-2019,Odisha,DARLIPALI STPS_Unit 2,0,0,0,0,0,0,,0,,
India,2020,Jul-2020,01-Jul-2020,Andhra Pradesh,SIMHADRI_Unit 3,500,500,7.39,8.25,743.39,682.59,52,0,27/09/2019 23:00,
India,2024,May-2024,09-May-2024,Uttar Pradesh,DADRI (NCTPP)_Unit 6,490,490,9.13,6.69,392.17,302.11,42,0,,
India,2019,Jul-2019,12-Jul-2019,Karnataka,KUDGI STPP_Unit 3,800,0,4.84,0,499.08,544.94,23,800,28/06/2019 09:39,
India,2022,Oct-2022,02-Oct-2022,Uttar Pradesh,DADRI (NCTPP)_Unit 3,210,210,1.65,2.79,312.3,676.29,4,0,,
India,2022,Aug-2022,17-Aug-2022,Chhattisgarh,SIPAT STPS_Unit 1,660,660,13.71,14.53,1905.07,471.49,5,0,,
India,2025,Aug-2025,02-Aug-2025,Uttar Pradesh,TANDA TPS_Unit 6,660,660,11.55,13.43,1615.1,1540.76,42,0,,
India,2023,May-2023,08-May-2023,West Bengal,FARAKKA STPS_Unit 3,200,200,4.29,4.51,166.32,167.25,11,0,,
India,2020,Nov-2020,23-Nov-2020,Telangana,RAMAGUNDEM STPS_Unit 1,200,200,3.73,3.86,973.79,875.02,15,0,,
India,2020,Oct-2020,12-Oct-2020,Chhattisgarh,KORBA STPS_Unit 6,500,500,9.45,11.74,1842.4,2203.35,6,0,,
India,2021,Dec-2021,30-Dec-2021,Odisha,DARLIPALI STPS_Unit 2,800,800,3.97,18.81,1087.1,2134.74,34,0,,
India,2018,Mar-2018,26-Mar-2018,Chhattisgarh,KORBA STPS_Unit 7,500,500,11.03,11.96,3706.78,3898.24,,0,,
India,2022,Nov-2022,16-Nov-2022,Uttar Pradesh,SINGRAULI STPS_Unit 2,200,200,3.63,4.86,937.08,817.17,14,0,,
India,2019,Aug-2019,17-Aug-2019,Bihar,BARAUNI TPS_Unit 9,250,0,0,0,0,0,,250,31/03/2018 19:54,
India,2024,Jun-2024,04-Jun-2024,Maharashtra,MAUDA TPS_Unit 1,500,500,10.53,9.29,681.12,622.66,13,0,,
India,2024,May-2024,20-May-2024,Haryana,FARIDABAD CCPP,431.59,0,0.42,3.32,21.4,62.2,,431.59,,
India,2020,Sep-2020,11-Sep-2020,Madhya Pradesh,VINDHYACHAL STPS_Unit 12,500,500,8.73,10.67,1126.03,1777.56,7,0,,
India,2019,Dec-2019,26-Dec-2019,Chhattisgarh,KORBA STPS_Unit 1,200,200,4.16,4.81,1000.16,1070.5,8,0,,
India,2019,Apr-2019,18-Apr-2019,Uttar Pradesh,RIHAND STPS_Unit 1,500,500,10.43,11.94,187.74,209.58,21,0,,
India,2018,Jan-2018,09-Jan-2018,Telangana,RAMAGUNDEM STPS_Unit 4,500,0,11.32,0,2813.88,2720.94,,500,20/12/2017 00:33,
India,2022,Feb-2022,10-Feb-2022,Chhattisgarh,KORBA STPS_Unit 2,200,200,4.46,4.86,1296.6,1371.76,9,0,,
India,2017,Nov-2017,19-Nov-2017,Maharashtra,MAUDA TPS_Unit 1,500,500,4.1,7.1,954.9,1424.56,,0,,
India,2020,Dec-2020,22-Dec-2020,Madhya Pradesh,KHARGONE STPP_Unit 2,660,660,10.32,11.59,1907.04,836.48,,0,,
India,2017,Sep-2017,06-Sep-2017,Delhi,BADARPUR TPS_Unit 3,95,0,0,0,0,0,,95,09/10/2015 19:52,
India,2019,May-2019,31-May-2019,Uttar Pradesh,SINGRAULI STPS_Unit 1,200,200,4.69,3.81,75,27.57,18,0,,
India,2021,May-2021,08-May-2021,Uttar Pradesh,TANDA TPS_Unit 3,110,0,2.23,0,84.84,63.27,10,110,07/05/2021 12:10,20/05/2021 00:00
India,2025,Oct-2025,25-Oct-2025,Uttar Pradesh,TANDA TPS_Unit 5,660,660,12.68,11.39,2723,2461.31,34,0,,
India,2022,Oct-2022,28-Oct-2022,Telangana,TELANGANA STPP_Unit 2,,,0.26,0,55.28,0,,0,,
India,2023,Dec-2023,27-Dec-2023,Assam,BONGAIGAON TPP_Unit 1,250,250,5.74,5.17,1554.98,1277.23,11,0,,
India,2021,Jul-2021,06-Jul-2021,Telangana,RAMAGUNDEM STPS_Unit 2,200,200,4.68,4.55,457.08,395.88,8,0,,
India,2017,Dec-2017,15-Dec-2017,Haryana,FARIDABAD CCPP,431.59,293.83,3.42,0,887.3,598.9,,137.76,,
India,2021,Oct-2021,11-Oct-2021,Chhattisgarh,KORBA STPS_Unit 5,500,500,11.16,12.07,2162.76,2230.26,2,0,,
India,2023,Mar-2023,31-Mar-2023,Bihar,BARH STPS_Unit 5,660,660,11.42,13.97,3802,4289.09,22,0,25/05/2021 05:16,
India,2021,Mar-2021,09-Mar-2021,Telangana,RAMAGUNDEM STPS_Unit 2,200,200,3.32,4.59,1026.88,1046.48,10,0,,
India,2020,Dec-2020,27-Dec-2020,Telangana,RAMAGUNDEM STPS_Unit 4,500,500,8.06,9.43,2285.62,2621.92,14,0,,
India,2023,Dec-2023,07-Dec-2023,Andhra Pradesh,SIMHADRI_Unit 3,500,500,9.26,9.51,2156.82,1709.02,9,0,,
India,2025,Mar-2025,18-Mar-2025,Madhya Pradesh,VINDHYACHAL STPS_Unit 2,210,210,4.94,4.93,1735.92,1578.17,19,0,,
India,2019,Jan-2019,14-Jan-2019,Madhya Pradesh,VINDHYACHAL STPS_Unit 11,500,500,8.94,10.08,2564.16,3387.1,,0,,
India,2022,Feb-2022,18-Feb-2022,Bihar,BARH I_Unit 1,660,0,3.57,0,1153.26,1062.73,,660,17/02/2022 12:12,
India,2021,Jul-2021,16-Jul-2021,Bihar,KAHALGAON TPS_Unit 6,500,0,6.45,0,687.2,1153.93,4,500,14/07/2021 14:00,17/07/2021 00:00
India,2022,Dec-2022,16-Dec-2022,Rajasthan,ANTA CCPP,419.33,0,0.83,0.96,197.28,105.04,,419.33,,
India,2021,Aug-2021,13-Aug-2021,Madhya Pradesh,VINDHYACHAL STPS_Unit 8,500,500,10.26,11.21,1385.38,1559.36,7,0,,
India,2023,Oct-2023,17-Oct-2023,Telangana,RAMAGUNDEM STPS_Unit 7,500,500,9.29,10.29,2062.93,2019.29,7,0,,
India,2018,May-2018,06-May-2018,Odisha,DARLIPALI STPS_Unit 1,0,0,0,0,0,0,,0,,
India,2022,Feb-2022,19-Feb-2022,Jharkhand,NORTH KARANPURA TPP_Unit 1,0,0,2.64,0,294.16,0,,0,,
India,2024,Nov-2024,16-Nov-2024,Madhya Pradesh,VINDHYACHAL STPS_Unit 4,210,210,4.93,5.03,959.88,797.8,13,0,,
India,2025,Mar-2025,04-Mar-2025,Uttar Pradesh,UNCHAHAR TPS_Unit 4,210,210,4.87,4.4,1468.48,1190.76,13,0,,
India,2022,Mar-2022,12-Mar-2022,Andhra Pradesh,SIMHADRI_Unit 2,500,500,4.77,11.71,1659.24,2947.82,9,0,,
India,2025,Oct-2025,01-Oct-2025,Bihar,BARAUNI TPS_Unit 9,250,0,5,3.64,943,962.81,15,250,01/10/2025 14:57,01/10/2025 20:08
India,2021,Jul-2021,18-Jul-2021,Madhya Pradesh,GADARWARA TPP_Unit 1,800,800,0,12.04,1182.02,881.55,21,0,,
India,2021,Feb-2021,17-Feb-2021,Uttar Pradesh,DADRI (NCTPP)_Unit 3,210,0,2.86,0,741.62,105.86,20,210,26/09/2020 00:22,22/02/2021 00:00
India,2022,Oct-2022,27-Oct-2022,Uttar Pradesh,RIHAND STPS_Unit 1,500,500,10.77,11.89,2298.79,2327.32,20,0,,
India,2019,Sep-2019,14-Sep-2019,Telangana,RAMAGUNDEM STPS_Unit 4,500,500,9.8,8.78,1637.2,1514.86,10,0,,
India,2020,Nov-2020,23-Nov-2020,Telangana,RAMAGUNDEM STPS_Unit 2,200,200,3.86,3.75,585.92,615.92,15,0,,
India,2017,Sep-2017,08-Sep-2017,Uttar Pradesh,SINGRAULI STPS_Unit 4,200,200,3.93,4.04,633.44,629.47,,0,,
India,2020,Jan-2020,02-Jan-2020,Maharashtra,SOLAPUR_Unit 1,660,0,10.87,0,2635.74,535.79,45,660,16/12/2019 21:45,
India,2021,Sep-2021,10-Sep-2021,Odisha,TALCHER (OLD) TPS_Unit 3,0,0,1.17,0,193.7,0,,0,31/03/2021 08:43,
India,2025,Sep-2025,12-Sep-2025,Uttar Pradesh,RIHAND STPS_Unit 4,500,500,11.4,10.65,1879.8,1764.73,24,0,,
India,2025,Jun-2025,27-Jun-2025,Haryana,FARIDABAD CCPP,431.59,137.76,0.63,0.6,56.01,92.71,,293.83,,
India,2019,Jun-2019,13-Jun-2019,Uttar Pradesh,SINGRAULI STPS_Unit 6,500,500,9.67,11.57,716.71,843.18,16,0,,
India,2019,May-2019,25-May-2019,Telangana,RAMAGUNDEM STPS_Unit 2,200,200,4.1,4.06,226.5,209.95,24,0,,
India,2018,Jan-2018,10-Jan-2018,Rajasthan,ANTA CCPP,419.33,0,1.7,5.43,465,397.86,,419.33,,
India,2020,Nov-2020,04-Nov-2020,Bihar,KAHALGAON TPS_Unit 7,500,500,7.97,11.91,1927.88,1990.58,20,0,,
India,2023,May-2023,09-May-2023,Uttar Pradesh,SINGRAULI STPS_Unit 4,200,200,4.65,4.93,181.85,189.38,17,0,14/01/2022 08:55,
India,2024,Nov-2024,30-Nov-2024,Uttar Pradesh,SINGRAULI STPS_Unit 6,500,500,11.8,11.33,2880,2554.54,10,0,,
India,2024,Jan-2024,23-Jan-2024,Haryana,FARIDABAD CCPP,431.59,0,0.39,0,119.97,137.28,,431.59,,
India,2022,Feb-2022,02-Feb-2022,Uttar Pradesh,SINGRAULI STPS_Unit 2,200,200,4.61,4.57,1208.22,1406.26,18,0,,
India,2024,Feb-2024,02-Feb-2024,Odisha,TALCHER STPS_Unit 6,500,500,11.62,11.7,3576.24,3415.42,18,0,,
India,2022,May-2022,23-May-2022,Madhya Pradesh,VINDHYACHAL STPS_Unit 4,210,0,0,0,77,81.33,23,210,16/04/2022 23:56,
India,2017,Dec-2017,02-Dec-2017,Bihar,BARH II_Unit 4,660,660,10.26,14.26,2524.52,3142.16,,0,,
India,2021,Aug-2021,14-Aug-2021,Madhya Pradesh,VINDHYACHAL STPS_Unit 7,500,500,11.73,8.4,1594.22,929.24,7,0,,
India,2019,Mar-2019,01-Mar-2019,Bihar,BARAUNI TPS_Unit 7,105,0,1.13,0,66.13,44.85,,105,19/05/2018 23:52,
India,2018,Nov-2018,24-Nov-2018,Uttar Pradesh,SINGRAULI STPS_Unit 6,500,500,9.93,12.25,2102.32,2227.81,,0,,
India,2018,Jan-2018,31-Jan-2018,Madhya Pradesh,VINDHYACHAL STPS_Unit 1,210,210,3.68,4.71,1107,1397.49,,0,,
India,2018,Aug-2018,22-Aug-2018,Odisha,TALCHER STPS_Unit 6,500,0,0,0,1424.09,1441.25,,500,13/08/2018 00:47,
India,2018,Jul-2018,05-Jul-2018,Madhya Pradesh,VINDHYACHAL STPS_Unit 13,500,500,10.29,11.97,996.74,1093.93,,0,,
India,2022,Dec-2022,10-Dec-2022,Odisha,TALCHER STPS_Unit 6,500,500,10.61,11.04,2420.1,2406.9,12,0,,
India,2021,Feb-2021,14-Feb-2021,Odisha,TALCHER (OLD) TPS_Unit 3,60,60,1.43,1.42,382.02,409.3,14,0,,
India,2020,Sep-2020,20-Sep-2020,Himachal Pradesh,KOLDAM,800,800,9.8,12.09,2409,2547.25,,0,,
India,2019,Nov-2019,25-Nov-2019,Odisha,TALCHER (OLD) TPS_Unit 6,110,110,2.3,2.65,505.5,499.45,9,0,,
India,2019,Sep-2019,22-Sep-2019,Chhattisgarh,KORBA STPS_Unit 3,200,200,3.83,4.1,672.26,805.66,2,0,,
India,2024,Jun-2024,18-Jun-2024,Assam,BONGAIGAON TPP_Unit 2,250,250,5.33,4.66,419.94,370.92,40,0,,
India,2018,Nov-2018,14-Nov-2018,Madhya Pradesh,VINDHYACHAL STPS_Unit 2,210,210,3.63,5.04,738.82,923.09,,0,,
India,2023,Aug-23,22-Aug-23,Assam,BONGAIGAON TPP_Unit 3,250,250,5.29,5.84,772.38,696.09,5,0,,
India,2025,Dec-2025,15-Dec-2025,Uttar Pradesh,RIHAND STPS_Unit 2,500,500,11.29,10.62,2928.35,1973.91,27,0,,
India,2025,Sep-2025,21-Sep-2025,Maharashtra,SOLAPUR STPS_Unit 2,660,660,9.5,9.06,1428.5,1261.89,27,0,,
India,2018,Nov-2018,19-Nov-2018,Madhya Pradesh,VINDHYACHAL STPS_Unit 10,500,500,9.83,10.34,2291.77,2750.81,,0,,
India,2020,Jun-2020,27-Jun-2020,Maharashtra,MAUDA TPS_Unit 4,660,0,10.03,0,887.81,0,53,660,26/03/2020 00:23,
India,2025,Mar-2025,23-Mar-2025,Maharashtra,MAUDA TPS_Unit 4,660,0,13.84,0,3889.32,3648.39,21,660,20/03/2025 06:50,24/03/2025 00:00
India,2025,Aug-2025,23-Aug-2025,Chhattisgarh,SIPAT STPS_Unit 1,660,660,14.77,13.5,1624.71,1560.01,18,0,,
India,2021,May-2021,10-May-2021,Madhya Pradesh,KHARGONE STPP_Unit 1,660,660,3.58,9.72,143.8,527.2,18,0,,
India,2022,Jan-2022,31-Jan-2022,Uttar Pradesh,DADRI (NCTPP)_Unit 1,210,0,1.13,1.3,348,422,16,210,24/12/2021 20:52,31/01/2022 14:10
India,2025,Feb-2025,15-Feb-2025,Jharkhand,NORTH KARANPURA TPP_Unit 3,0,0,9.36,0,1288.4,0,20,0,,
India,2019,Aug-2019,23-Aug-2019,Bihar,BARAUNI TPS_Unit 8,250,0,3.65,0,196.95,0,,250,11/01/2018 2:13,
India,2022,Aug-2022,29-Aug-2022,Assam,BONGAIGAON TPP_Unit 1,250,250,3.58,5.49,454.82,762.25,6,0,,
India,2024,Sep-2024,09-Sep-2024,Chhattisgarh,KORBA STPS_Unit 7,500,500,11.73,11.5,1556.57,1413.32,8,0,,
India,2023,Jul-23,30-Jul-23,Chhattisgarh,LARA TPP_Unit 1,800,800,14.65,16.33,2018.5,2049.18,16,0,,
India,2019,Apr-2019,12-Apr-2019,Kerala,R. GANDHI CCPP (Liq.),359.58,0,0.03,0,0.36,0,,359.58,,
India,2018,Jan-2018,22-Jan-2018,Uttar Pradesh,TANDA TPS_Unit 1,110,110,2.35,2.3,614.7,583.57,,0,,
India,2023,Aug-2023,25-Aug-2023,Telangana,RAMAGUNDEM STPS_Unit 4,500,500,11.03,8.8,1621.75,1356.93,2,0,,
India,2023,Sep-2023,18-Sep-2023,Uttar Pradesh,SINGRAULI STPS_Unit 7,500,0,9.17,0,1648.06,1832.79,7,500,17/09/2023 23:27,
India,2018,Dec-2018,29-Dec-2018,Chhattisgarh,SIPAT STPS_Unit 4,500,500,0,10.95,2748,3127.33,,0,,
India,2023,Oct-2023,07-Oct-2023,Uttar Pradesh,TANDA TPS_Unit 3,110,110,1.94,1.93,417.58,226.26,3,0,,
India,2025,Mar-2025,21-Mar-2025,Uttar Pradesh,TANDA TPS_Unit 2,110,110,1.9,1.91,680.9,448.98,21,0,,
India,2023,Feb-2023,26-Feb-2023,Chhattisgarh,KORBA STPS_Unit 3,200,200,4.54,4.6,1322.04,1562.63,9,0,,
India,2019,Aug-2019,05-Aug-2019,Telangana,RAMAGUNDEM STPS_Unit 5,500,500,8.23,9.82,1127.15,1303.78,17,0,,
India,2025,May-2025,02-May-2025,Madhya Pradesh,KHARGONE STPP_Unit 2,660,660,11.42,10.71,387.84,371.26,10,0,,
India,2022,Nov-2022,15-Nov-2022,West Bengal,FARAKKA STPS_Unit 1,200,0,3,0,769,868.12,13,200,11/11/2022 1:56,
India,2020,Feb-2020,25-Feb-2020,Gujarat,KAWAS CCPP,656.2,0,3.87,6.42,1240.68,1156.99,,656.2,,
India,2022,Jan-2022,21-Jan-2022,Maharashtra,SOLAPUR STPS_Unit 1,660,0,3.58,0,953.18,1932.07,15,660,31/12/2021 01:52,23/01/2022 00:00
India,2018,Jun-2018,03-Jun-2018,Chhattisgarh,LARA TPP_Unit 1,800,0,2.9,0,187.6,0,,800,23/03/2018 02:34,
India,2025,May-2025,03-May-2025,Odisha,TALCHER STPS_Unit 1,500,500,11.42,10.54,377.26,322.59,13,0,,
India,2024,May-2024,19-May-2024,Jharkhand,NORTH KARANPURA TPP_Unit 2,660,660,11.58,15.68,604.02,734.45,9,0,,
India,2020,Jul-2020,20-Jul-2020,Karnataka,KUDGI STPP_Unit 2,800,0,8.87,0,177.4,0,40,800,27/03/2020 09:36,
India,2019,Sep-2019,20-Sep-2019,Madhya Pradesh,VINDHYACHAL STPS_Unit 3,210,210,4.27,4.82,633.4,746.31,10,0,,
India,2022,Aug-2022,08-Aug-2022,Telangana,RAMAGUNDEM STPS_Unit 6,500,500,10.65,7.6,1386.2,1271.94,5,0,,
India,2023,Nov-2023,17-Nov-2023,Uttar Pradesh,SINGRAULI STPS_Unit 5,200,200,4.63,4.89,1072.71,1107.58,12,0,,
India,2025,Feb-2025,26-Feb-2025,Uttar Pradesh,DADRI (NCTPP)_Unit 3,210,210,4.11,3.17,1263.86,1018.57,31,0,,
India,2023,May-2023,02-May-2023,Uttar Pradesh,UNCHAHAR TPS_Unit 5,210,210,4.42,3.13,146.84,117.18,17,0,,
India,2023,Oct-2023,13-Oct-2023,Madhya Pradesh,VINDHYACHAL STPS_Unit 5,210,210,4.87,4.84,949.31,946.18,22,0,,
India,2017,Nov-2017,10-Nov-2017,Maharashtra,MAUDA TPS_Unit 4,660,0,0,0,0,590.39,,660,09/11/2017 21:40,
India,2020,Aug-2020,30-Aug-2020,Odisha,TALCHER STPS_Unit 4,500,500,9.52,9.56,1581.6,1585.4,14,0,,
India,2023,Jan-2023,02-Jan-2023,Bihar,BARH STPS_Unit 4,660,660,12,13.62,2737,3550.35,14,0,,
India,2025,Nov-2025,27-Nov-2025,Odisha,TALCHER STPS_Unit 3,500,500,11.5,11,2372.5,1928.58,11,0,,
India,2018,Oct-2018,06-Oct-2018,Haryana,FARIDABAD CCPP,431.59,293.83,2.7,0,480.2,259.77,,137.76,,
India,2022,Sep-2022,26-Sep-2022,West Bengal,FARAKKA STPS_Unit 4,500,500,8.37,11.03,1517.62,1788.89,7,0,,
India,2017,Dec-2017,30-Dec-2017,Maharashtra,SOLAPUR_Unit 2,0,0,0,0,0,0,,0,,
India,2018,Apr-2018,16-Apr-2018,Kerala,R. GANDHI CCPP (Liq.),359.58,359.58,0.17,0,2.72,0,,0,,
India,2025,Dec-2025,20-Dec-2025,Uttar Pradesh,SINGRAULI STPS_Unit 3,200,200,4.45,4.8,1185,1116.03,8,0,,
India,2021,Mar-2021,29-Mar-2021,Odisha,TALCHER (OLD) TPS_Unit 5,110,0,2,0,796,758.8,0,110,23/03/2021 05:05,30/03/2021 00:00
India,2022,Dec-2022,09-Dec-2022,Madhya Pradesh,KHARGONE STPP_Unit 2,660,0,9.68,0,2111.12,1484.13,9,660,07/12/2022 21:49,11/12/2022 0:00
India,2024,May-2024,14-May-2024,Bihar,BARH STPS_Unit 2,660,660,12.52,13.38,600.28,469.62,20,0,,
India,2025,Feb-2025,14-Feb-2025,Uttar Pradesh,TANDA TPS_Unit 1,110,110,1.93,1.95,614.02,388.03,20,0,,
India,2024,Mar-2024,28-Mar-2024,Bihar,BARH STPS_Unit 2,660,660,12.19,15.45,3463.32,2931.6,20,0,,
India,2023,Feb-2023,18-Feb-2023,Andhra Pradesh,SIMHADRI_Unit 1,500,500,6.75,10.69,2144.5,3041.76,6,0,,
India,2021,Oct-2021,28-Oct-2021,Uttar Pradesh,SINGRAULI STPS_Unit 4,200,200,4.03,4.89,850.84,1012.95,10,0,,
India,2019,May-2019,21-May-2019,Madhya Pradesh,VINDHYACHAL STPS_Unit 10,500,500,10.94,11.8,556.74,557.68,14,0,,
India,2022,Jun-2022,05-Jun-2022,Andhra Pradesh,SIMHADRI_Unit 1,500,500,6.73,10.49,456.65,683.07,15,0,,
India,2020,Mar-2020,06-Mar-2020,Odisha,TALCHER STPS_Unit 6,500,500,9.9,9.94,3378.4,3238.87,16,0,,
India,2019,Oct-2019,29-Oct-2019,Andhra Pradesh,SIMHADRI_Unit 4,500,500,8.1,7.11,1718.9,1586.72,7,0,,
India,2023,Feb-2023,04-Feb-2023,Madhya Pradesh,VINDHYACHAL STPS_Unit 13,500,500,10.64,11.41,3142.56,3353.6,21,0,,
India,2019,Jun-2019,24-Jun-2019,Uttar Pradesh,UNCHAHAR TPS_Unit 2,210,210,3.6,4.03,320.4,308.01,35,0,,
India,2024,May-2024,21-May-2024,Telangana,TELANGANA STPP PH-1_Unit 1,800,800,16.13,15.92,831.73,537.08,7,0,,
India,2025,Nov-2025,10-Nov-2025,Madhya Pradesh,VINDHYACHAL STPS_Unit 8,500,500,11.37,10.11,2548.7,2251.84,13,0,,
India,2025,Nov-2025,11-Nov-2025,Uttar Pradesh,DADRI (NCTPP)_Unit 2,210,210,3.63,3.5,720.93,449.46,29,0,,
India,2018,Apr-2018,13-Apr-2018,Madhya Pradesh,VINDHYACHAL STPS_Unit 3,210,210,3.73,5.02,48.49,64.03,,0,,
India,2022,Aug-2022,07-Aug-2022,Odisha,TALCHER STPS_Unit 5,500,500,0,10.33,1147,1511.21,13,0,,
India,2025,Feb-2025,12-Feb-2025,Uttar Pradesh,UNCHAHAR TPS_Unit 2,210,210,3.71,4,1174.52,1133.56,22,0,,
India,2023,Oct-2023,12-Oct-2023,Bihar,BARH STPS_Unit 1,660,660,14.52,15.41,2825.24,2112.65,3,0,,
India,2020,Dec-2020,06-Dec-2020,Uttar Pradesh,SINGRAULI STPS_Unit 6,500,0,9,5.75,2356,2075.5,15,500,06/12/2020 11:29,
India,2020,Jun-2020,20-Jun-2020,Uttar Pradesh,TANDA TPS_Unit 3,110,110,1.3,1.69,79,42.55,68,0,,
India,2020,Sep-2020,08-Sep-2020,Chhattisgarh,KORBA STPS_Unit 2,200,200,4.03,4.88,710.24,769.47,16,0,,
India,2018,Jan-2018,16-Jan-2018,Uttar Pradesh,SINGRAULI STPS_Unit 4,200,200,3.94,4.44,1145.04,1118.31,,0,,
India,2022,Oct-2022,19-Oct-2022,Uttar Pradesh,SINGRAULI STPS_Unit 4,200,200,4.48,4.72,735.12,939.98,14,0,14/01/2022 08:55,
India,2024,Jul-2024,05-Jul-2024,Karnataka,KUDGI STPP_Unit 1,800,0,0,0,1254,1134.78,15,800,03/07/2024 10:07,07/07/2024 0:00
India,2024,Dec-2024,10-Dec-2024,Madhya Pradesh,VINDHYACHAL STPS_Unit 4,210,210,4.9,4.42,1078,910.48,17,0,,
India,2023,Sep-2023,15-Sep-2023,Madhya Pradesh,VINDHYACHAL STPS_Unit 5,210,210,4.87,4.82,813.05,812.82,20,0,,
India,2023,Sep-2023,22-Sep-2023,Bihar,BARAUNI TPS_Unit 7,105,0,0,0,0,47.44,16,105,19/07/2023 15:30,24/09/2023 00:00
India,2023,Oct-2023,31-Oct-2023,Uttar Pradesh,SINGRAULI STPS_Unit 6,500,500,11.71,11.75,2216,2347.7,16,0,,
India,2017,Sep-2017,12-Sep-2017,Delhi,BADARPUR TPS_Unit 3,95,0,0,0,0,0,,95,09/10/2015 19:52,
India,2023,Nov-2023,28-Nov-2023,Telangana,RAMAGUNDEM STPS_Unit 1,200,200,4.6,3.4,1114.8,929.29,11,0,,
India,2025,Feb-2025,12-Feb-2025,Uttar Pradesh,SINGRAULI STPS_Unit 3,200,200,4.64,4.92,1481.68,1442.42,23,0,,
India,2022,Mar-2022,06-Mar-2022,Madhya Pradesh,VINDHYACHAL STPS_Unit 5,210,210,4.9,5.13,1452.4,1564.14,25,0,,
India,2023,Apr-2023,10-Apr-2023,Chhattisgarh,KORBA STPS_Unit 3,200,200,4.73,4.68,47.3,41.09,11,0,,
India,2022,Oct-2022,05-Oct-2022,Odisha,TALCHER STPS_Unit 2,500,500,11.26,10.92,2153.3,1463.28,13,0,,
India,2018,Jul-2018,12-Jul-2018,Rajasthan,ANTA CCPP,419.33,0,1.86,0,180.32,65.8,,419.33,,
India,2018,Sep-2018,29-Sep-2018,Odisha,TALCHER STPS_Unit 1,500,500,10.23,9.74,1864.67,1971.79,,0,,
India,2025,Mar-2025,12-Mar-2025,Jharkhand,NORTH KARANPURA TPP_Unit 3,0,0,9.35,0,1522.2,0,45,0,,
India,2019,Apr-2019,02-Apr-2019,Telangana,RAMAGUNDEM STPS_Unit 6,500,500,9.43,11.77,18.86,23.04,,0,,
India,2023,Aug-23,02-Aug-23,Telangana,RAMAGUNDEM STPS_Unit 4,500,500,11.03,7.62,1368.06,1166.7,6,0,,
India,2018,Mar-2018,30-Mar-2018,Telangana,RAMAGUNDEM STPS_Unit 5,500,500,10.16,11.79,3720.8,3727.39,,0,,
India,2018,May-2018,31-May-2018,Andhra Pradesh,SIMHADRI_Unit 1,500,500,8.58,10.75,524,605.68,,0,,
India,2025,Mar-2025,27-Mar-2025,Madhya Pradesh,VINDHYACHAL STPS_Unit 6,210,210,4.94,4.88,1780.38,1689.96,21,0,,
India,2021,Apr-2021,09-Apr-2021,Uttar Pradesh,SINGRAULI STPS_Unit 1,200,200,4.74,4.91,42.66,44.26,18,0,,
India,2022,Apr-2022,26-Apr-2022,Madhya Pradesh,VINDHYACHAL STPS_Unit 2,210,210,4.3,5.17,111.8,124.44,26,0,,
India,2020,Jan-2020,25-Jan-2020,Bihar,BARH II_Unit 4,660,0,14.44,0,3404.24,3304.99,61,660,26/11/2019 00:08,
India,2022,Dec-2022,19-Dec-2022,Karnataka,KUDGI STPP_Unit 1,800,800,4.61,14.89,1271.59,3022.45,17,0,,
India,2023,Dec-2023,07-Dec-2023,Uttar Pradesh,DADRI (NCTPP)_Unit 6,490,490,9.84,8.76,2439.88,2022.84,10,0,,
India,2024,May-2024,24-May-2024,Bihar,BARH STPS_Unit 1,660,660,12.1,13.72,701.4,598.18,18,0,,
India,2017,Sep-2017,14-Sep-2017,Madhya Pradesh,VINDHYACHAL STPS_Unit 2,210,210,3.63,5.11,604.82,784.27,,0,,
